@relation circle-zt

@attribute z numeric
@attribute t numeric
@attribute class {c,q}

@data
0.4900000,1.3225000,q
0.4900000,1.2100000,q
0.4900000,1.1025000,q
0.4900000,1.0000000,q
0.4900000,0.9025000,q
0.4900000,0.8100000,q
0.4900000,0.7225000,q
0.4900000,0.6400000,q
0.4900000,0.5625000,q
0.4900000,0.4900000,c
0.4900000,0.4225000,c
0.4900000,0.3600000,c
0.4900000,0.3025000,c
0.4900000,0.2500000,c
0.4900000,0.2025000,c
0.4900000,0.1600000,c
0.4900000,0.1225000,c
0.4900000,0.0900000,c
0.4900000,0.0625000,c
0.4900000,0.0400000,c
0.4900000,0.0225000,c
0.4900000,0.0100000,c
0.4900000,0.0025000,c
0.4900000,0.0000000,c
0.4900000,0.0025000,c
0.4900000,0.0100000,c
0.4900000,0.0225000,c
0.4900000,0.0400000,c
0.4900000,0.0625000,c
0.4900000,0.0900000,c
0.4900000,0.1225000,c
0.4900000,0.1600000,c
0.4900000,0.2025000,c
0.4900000,0.2500000,c
0.4900000,0.3025000,c
0.4900000,0.3600000,c
0.4900000,0.4225000,c
0.4900000,0.4900000,c
0.4900000,0.5625000,q
0.4900000,0.6400000,q
0.4900000,0.7225000,q
0.4900000,0.8100000,q
0.4900000,0.9025000,q
0.4900000,1.0000000,q
0.4900000,1.1025000,q
0.4900000,1.2100000,q
0.4900000,1.3225000,q
0.4900000,1.4400000,q
0.4900000,1.5625000,q
0.5625000,1.5625000,q
0.5625000,1.4400000,q
0.5625000,1.3225000,q
0.5625000,1.2100000,q
0.5625000,1.1025000,q
0.5625000,1.0000000,q
0.5625000,0.9025000,q
0.5625000,0.8100000,q
0.5625000,0.7225000,q
0.5625000,0.6400000,q
0.5625000,0.5625000,q
0.5625000,0.4900000,q
0.5625000,0.4225000,c
0.5625000,0.3600000,c
0.5625000,0.3025000,c
0.5625000,0.2500000,c
0.5625000,0.2025000,c
0.5625000,0.1600000,c
0.5625000,0.1225000,c
0.5625000,0.0900000,c
0.5625000,0.0625000,c
0.5625000,0.0400000,c
0.5625000,0.0225000,c
0.5625000,0.0100000,c
0.5625000,0.0025000,c
0.5625000,0.0000000,c
0.5625000,0.0025000,c
0.5625000,0.0100000,c
0.5625000,0.0225000,c
0.5625000,0.0400000,c
0.5625000,0.0625000,c
0.5625000,0.0900000,c
0.5625000,0.1225000,c
0.5625000,0.1600000,c
0.5625000,0.2025000,c
0.5625000,0.2500000,c
0.5625000,0.3025000,c
0.5625000,0.3600000,c
0.5625000,0.4225000,c
0.5625000,0.4900000,q
0.5625000,0.5625000,q
0.5625000,0.6400000,q
0.5625000,0.7225000,q
0.5625000,0.8100000,q
0.5625000,0.9025000,q
0.5625000,1.0000000,q
0.5625000,1.1025000,q
0.5625000,1.2100000,q
0.5625000,1.3225000,q
0.5625000,1.4400000,q
0.5625000,1.5625000,q
0.6400000,1.5625000,q
0.6400000,1.4400000,q
0.6400000,1.3225000,q
0.6400000,1.2100000,q
0.6400000,1.1025000,q
0.6400000,1.0000000,q
0.6400000,0.9025000,q
0.6400000,0.8100000,q
0.6400000,0.7225000,q
0.6400000,0.6400000,q
0.6400000,0.5625000,q
0.6400000,0.4900000,q
0.6400000,0.4225000,q
0.6400000,0.3600000,q
0.6400000,0.3025000,c
0.6400000,0.2500000,c
0.6400000,0.2025000,c
0.6400000,0.1600000,c
0.6400000,0.1225000,c
0.6400000,0.0900000,c
0.6400000,0.0625000,c
0.6400000,0.0400000,c
0.6400000,0.0225000,c
0.6400000,0.0100000,c
0.6400000,0.0025000,c
0.6400000,0.0000000,c
0.6400000,0.0025000,c
0.6400000,0.0100000,c
0.6400000,0.0225000,c
0.6400000,0.0400000,c
0.6400000,0.0625000,c
0.6400000,0.0900000,c
0.6400000,0.1225000,c
0.6400000,0.1600000,c
0.6400000,0.2025000,c
0.6400000,0.2500000,c
0.6400000,0.3025000,c
0.6400000,0.3600000,q
0.6400000,0.4225000,q
0.6400000,0.4900000,q
0.6400000,0.5625000,q
0.6400000,0.6400000,q
0.6400000,0.7225000,q
0.6400000,0.8100000,q
0.6400000,0.9025000,q
0.6400000,1.0000000,q
0.6400000,1.1025000,q
0.6400000,1.2100000,q
0.6400000,1.3225000,q
0.6400000,1.4400000,q
0.6400000,1.5625000,q
0.7225000,1.5625000,q
0.7225000,1.4400000,q
0.7225000,1.3225000,q
0.7225000,1.2100000,q
0.7225000,1.1025000,q
0.7225000,1.0000000,q
0.7225000,0.9025000,q
0.7225000,0.8100000,q
0.7225000,0.7225000,q
0.7225000,0.6400000,q
0.7225000,0.5625000,q
0.7225000,0.4900000,q
0.7225000,0.4225000,q
0.7225000,0.3600000,q
0.7225000,0.3025000,q
0.7225000,0.2500000,c
0.7225000,0.2025000,c
0.7225000,0.1600000,c
0.7225000,0.1225000,c
0.7225000,0.0900000,c
0.7225000,0.0625000,c
0.7225000,0.0400000,c
0.7225000,0.0225000,c
0.7225000,0.0100000,c
0.7225000,0.0025000,c
0.7225000,0.0000000,c
0.7225000,0.0025000,c
0.7225000,0.0100000,c
0.7225000,0.0225000,c
0.7225000,0.0400000,c
0.7225000,0.0625000,c
0.7225000,0.0900000,c
0.7225000,0.1225000,c
0.7225000,0.1600000,c
0.7225000,0.2025000,c
0.7225000,0.2500000,c
0.7225000,0.3025000,q
0.7225000,0.3600000,q
0.7225000,0.4225000,q
0.7225000,0.4900000,q
0.7225000,0.5625000,q
0.7225000,0.6400000,q
0.7225000,0.7225000,q
0.7225000,0.8100000,q
0.7225000,0.9025000,q
0.7225000,1.0000000,q
0.7225000,1.1025000,q
0.7225000,1.2100000,q
0.7225000,1.3225000,q
0.7225000,1.4400000,q
0.7225000,1.5625000,q
0.8100000,1.5625000,q
0.8100000,1.4400000,q
0.8100000,1.3225000,q
0.8100000,1.2100000,q
0.8100000,1.1025000,q
0.8100000,1.0000000,q
0.8100000,0.9025000,q
0.8100000,0.8100000,q
0.8100000,0.7225000,q
0.8100000,0.6400000,q
0.8100000,0.5625000,q
0.8100000,0.4900000,q
0.8100000,0.4225000,q
0.8100000,0.3600000,q
0.8100000,0.3025000,q
0.8100000,0.2500000,q
0.8100000,0.2025000,q
0.8100000,0.1600000,c
0.8100000,0.1225000,c
0.8100000,0.0900000,c
0.8100000,0.0625000,c
0.8100000,0.0400000,c
0.8100000,0.0225000,c
0.8100000,0.0100000,c
0.8100000,0.0025000,c
0.8100000,0.0000000,c
0.8100000,0.0025000,c
0.8100000,0.0100000,c
0.8100000,0.0225000,c
0.8100000,0.0400000,c
0.8100000,0.0625000,c
0.8100000,0.0900000,c
0.8100000,0.1225000,c
0.8100000,0.1600000,c
0.8100000,0.2025000,q
0.8100000,0.2500000,q
0.8100000,0.3025000,q
0.8100000,0.3600000,q
0.8100000,0.4225000,q
0.8100000,0.4900000,q
0.8100000,0.5625000,q
0.8100000,0.6400000,q
0.8100000,0.7225000,q
0.8100000,0.8100000,q
0.8100000,0.9025000,q
0.8100000,1.0000000,q
0.8100000,1.1025000,q
0.8100000,1.2100000,q
0.8100000,1.3225000,q
0.8100000,1.4400000,q
0.8100000,1.5625000,q
0.9025000,1.5625000,q
0.9025000,1.4400000,q
0.9025000,1.3225000,q
0.9025000,1.2100000,q
0.9025000,1.1025000,q
0.9025000,1.0000000,q
0.9025000,0.9025000,q
0.9025000,0.8100000,q
0.9025000,0.7225000,q
0.9025000,0.6400000,q
0.9025000,0.5625000,q
0.9025000,0.4900000,q
0.9025000,0.4225000,q
0.9025000,0.3600000,q
0.9025000,0.3025000,q
0.9025000,0.2500000,q
0.9025000,0.2025000,q
0.9025000,0.1600000,q
0.9025000,0.1225000,q
0.9025000,0.0900000,c
0.9025000,0.0625000,c
0.9025000,0.0400000,c
0.9025000,0.0225000,c
0.9025000,0.0100000,c
0.9025000,0.0025000,c
0.9025000,0.0000000,c
0.9025000,0.0025000,c
0.9025000,0.0100000,c
0.9025000,0.0225000,c
0.9025000,0.0400000,c
0.9025000,0.0625000,c
0.9025000,0.0900000,c
0.9025000,0.1225000,q
0.9025000,0.1600000,q
0.9025000,0.2025000,q
0.9025000,0.2500000,q
0.9025000,0.3025000,q
0.9025000,0.3600000,q
0.9025000,0.4225000,q
0.9025000,0.4900000,q
0.9025000,0.5625000,q
0.9025000,0.6400000,q
0.9025000,0.7225000,q
0.9025000,0.8100000,q
0.9025000,0.9025000,q
0.9025000,1.0000000,q
0.9025000,1.1025000,q
0.9025000,1.2100000,q
0.9025000,1.3225000,q
0.9025000,1.4400000,q
0.9025000,1.5625000,q
1.0000000,1.5625000,q
1.0000000,1.4400000,q
1.0000000,1.3225000,q
1.0000000,1.2100000,q
1.0000000,1.1025000,q
1.0000000,1.0000000,q
1.0000000,0.9025000,q
1.0000000,0.8100000,q
1.0000000,0.7225000,q
1.0000000,0.6400000,q
1.0000000,0.5625000,q
1.0000000,0.4900000,q
1.0000000,0.4225000,q
1.0000000,0.3600000,q
1.0000000,0.3025000,q
1.0000000,0.2500000,q
1.0000000,0.2025000,q
1.0000000,0.1600000,q
1.0000000,0.1225000,q
1.0000000,0.0900000,q
1.0000000,0.0625000,q
1.0000000,0.0400000,q
1.0000000,0.0225000,q
1.0000000,0.0100000,q
1.0000000,0.0025000,q
1.0000000,0.0000000,q
1.0000000,0.0025000,q
1.0000000,0.0100000,q
1.0000000,0.0225000,q
1.0000000,0.0400000,q
1.0000000,0.0625000,q
1.0000000,0.0900000,q
1.0000000,0.1225000,q
1.0000000,0.1600000,q
1.0000000,0.2025000,q
1.0000000,0.2500000,q
1.0000000,0.3025000,q
1.0000000,0.3600000,q
1.0000000,0.4225000,q
1.0000000,0.4900000,q
1.0000000,0.5625000,q
1.0000000,0.6400000,q
1.0000000,0.7225000,q
1.0000000,0.8100000,q
1.0000000,0.9025000,q
1.0000000,1.0000000,q
1.0000000,1.1025000,q
1.0000000,1.2100000,q
1.0000000,1.3225000,q
1.0000000,1.4400000,q
1.0000000,1.5625000,q
1.1025000,1.5625000,q
1.1025000,1.4400000,q
1.1025000,1.3225000,q
1.1025000,1.2100000,q
1.1025000,1.1025000,q
1.1025000,1.0000000,q
1.1025000,0.9025000,q
1.1025000,0.8100000,q
1.1025000,0.7225000,q
1.1025000,0.6400000,q
1.1025000,0.5625000,q
1.1025000,0.4900000,q
1.1025000,0.4225000,q
1.1025000,0.3600000,q
1.1025000,0.3025000,q
1.1025000,0.2500000,q
1.1025000,0.2025000,q
1.1025000,0.1600000,q
1.1025000,0.1225000,q
1.1025000,0.0900000,q
1.1025000,0.0625000,q
1.1025000,0.0400000,q
1.1025000,0.0225000,q
1.1025000,0.0100000,q
1.1025000,0.0025000,q
1.1025000,0.0000000,q
1.1025000,0.0025000,q
1.1025000,0.0100000,q
1.1025000,0.0225000,q
1.1025000,0.0400000,q
1.1025000,0.0625000,q
1.1025000,0.0900000,q
1.1025000,0.1225000,q
1.1025000,0.1600000,q
1.1025000,0.2025000,q
1.1025000,0.2500000,q
1.1025000,0.3025000,q
1.1025000,0.3600000,q
1.1025000,0.4225000,q
1.1025000,0.4900000,q
1.1025000,0.5625000,q
1.1025000,0.6400000,q
1.1025000,0.7225000,q
1.1025000,0.8100000,q
1.1025000,0.9025000,q
1.1025000,1.0000000,q
1.1025000,1.1025000,q
1.1025000,1.2100000,q
1.1025000,1.3225000,q
1.1025000,1.4400000,q
1.1025000,1.5625000,q
1.2100000,1.5625000,q
1.2100000,1.4400000,q
1.2100000,1.3225000,q
1.2100000,1.2100000,q
1.2100000,1.1025000,q
1.2100000,1.0000000,q
1.2100000,0.9025000,q
1.2100000,0.8100000,q
1.2100000,0.7225000,q
1.2100000,0.6400000,q
1.2100000,0.5625000,q
1.2100000,0.4900000,q
1.2100000,0.4225000,q
1.2100000,0.3600000,q
1.2100000,0.3025000,q
1.2100000,0.2500000,q
1.2100000,0.2025000,q
1.2100000,0.1600000,q
1.2100000,0.1225000,q
1.2100000,0.0900000,q
1.2100000,0.0625000,q
1.2100000,0.0400000,q
1.2100000,0.0225000,q
1.2100000,0.0100000,q
1.2100000,0.0025000,q
1.2100000,0.0000000,q
1.2100000,0.0025000,q
1.2100000,0.0100000,q
1.2100000,0.0225000,q
1.2100000,0.0400000,q
1.2100000,0.0625000,q
1.2100000,0.0900000,q
1.2100000,0.1225000,q
1.2100000,0.1600000,q
1.2100000,0.2025000,q
1.2100000,0.2500000,q
1.2100000,0.3025000,q
1.2100000,0.3600000,q
1.2100000,0.4225000,q
1.2100000,0.4900000,q
1.2100000,0.5625000,q
1.2100000,0.6400000,q
1.2100000,0.7225000,q
1.2100000,0.8100000,q
1.2100000,0.9025000,q
1.2100000,1.0000000,q
1.2100000,1.1025000,q
1.2100000,1.2100000,q
1.2100000,1.3225000,q
1.2100000,1.4400000,q
1.2100000,1.5625000,q
1.3225000,1.5625000,q
1.3225000,1.4400000,q
1.3225000,1.3225000,q
1.3225000,1.2100000,q
1.3225000,1.1025000,q
1.3225000,1.0000000,q
1.3225000,0.9025000,q
1.3225000,0.8100000,q
1.3225000,0.7225000,q
1.3225000,0.6400000,q
1.3225000,0.5625000,q
1.3225000,0.4900000,q
1.3225000,0.4225000,q
1.3225000,0.3600000,q
1.3225000,0.3025000,q
1.3225000,0.2500000,q
1.3225000,0.2025000,q
1.3225000,0.1600000,q
1.3225000,0.1225000,q
1.3225000,0.0900000,q
1.3225000,0.0625000,q
1.3225000,0.0400000,q
1.3225000,0.0225000,q
1.3225000,0.0100000,q
1.3225000,0.0025000,q
1.3225000,0.0000000,q
1.3225000,0.0025000,q
1.3225000,0.0100000,q
1.3225000,0.0225000,q
1.3225000,0.0400000,q
1.3225000,0.0625000,q
1.3225000,0.0900000,q
1.3225000,0.1225000,q
1.3225000,0.1600000,q
1.3225000,0.2025000,q
1.3225000,0.2500000,q
1.3225000,0.3025000,q
1.3225000,0.3600000,q
1.3225000,0.4225000,q
1.3225000,0.4900000,q
1.3225000,0.5625000,q
1.3225000,0.6400000,q
1.3225000,0.7225000,q
1.3225000,0.8100000,q
1.3225000,0.9025000,q
1.3225000,1.0000000,q
1.3225000,1.1025000,q
1.3225000,1.2100000,q
1.3225000,1.3225000,q
1.3225000,1.4400000,q
1.3225000,1.5625000,q
1.4400000,1.5625000,q
1.4400000,1.4400000,q
1.4400000,1.3225000,q
1.4400000,1.2100000,q
1.4400000,1.1025000,q
1.4400000,1.0000000,q
1.4400000,0.9025000,q
1.4400000,0.8100000,q
1.4400000,0.7225000,q
1.4400000,0.6400000,q
1.4400000,0.5625000,q
1.4400000,0.4900000,q
1.4400000,0.4225000,q
1.4400000,0.3600000,q
1.4400000,0.3025000,q
1.4400000,0.2500000,q
1.4400000,0.2025000,q
1.4400000,0.1600000,q
1.4400000,0.1225000,q
1.4400000,0.0900000,q
1.4400000,0.0625000,q
1.4400000,0.0400000,q
1.4400000,0.0225000,q
1.4400000,0.0100000,q
1.4400000,0.0025000,q
1.4400000,0.0000000,q
1.4400000,0.0025000,q
1.4400000,0.0100000,q
1.4400000,0.0225000,q
1.4400000,0.0400000,q
1.4400000,0.0625000,q
1.4400000,0.0900000,q
1.4400000,0.1225000,q
1.4400000,0.1600000,q
1.4400000,0.2025000,q
1.4400000,0.2500000,q
1.4400000,0.3025000,q
1.4400000,0.3600000,q
1.4400000,0.4225000,q
1.4400000,0.4900000,q
1.4400000,0.5625000,q
1.4400000,0.6400000,q
1.4400000,0.7225000,q
1.4400000,0.8100000,q
1.4400000,0.9025000,q
1.4400000,1.0000000,q
1.4400000,1.1025000,q
1.4400000,1.2100000,q
1.4400000,1.3225000,q
1.4400000,1.4400000,q
1.4400000,1.5625000,q
1.5625000,1.5625000,q
1.5625000,1.4400000,q
1.5625000,1.3225000,q
1.5625000,1.2100000,q
1.5625000,1.1025000,q
1.5625000,1.0000000,q
1.5625000,0.9025000,q
1.5625000,0.8100000,q
1.5625000,0.7225000,q
1.5625000,0.6400000,q
1.5625000,0.5625000,q
1.5625000,0.4900000,q
1.5625000,0.4225000,q
1.5625000,0.3600000,q
1.5625000,0.3025000,q
1.5625000,0.2500000,q
1.5625000,0.2025000,q
1.5625000,0.1600000,q
1.5625000,0.1225000,q
1.5625000,0.0900000,q
1.5625000,0.0625000,q
1.5625000,0.0400000,q
1.5625000,0.0225000,q
1.5625000,0.0100000,q
1.5625000,0.0025000,q
1.5625000,0.0000000,q
1.5625000,0.0025000,q
1.5625000,0.0100000,q
1.5625000,0.0225000,q
1.5625000,0.0400000,q
1.5625000,0.0625000,q
1.5625000,0.0900000,q
1.5625000,0.1225000,q
1.5625000,0.1600000,q
1.5625000,0.2025000,q
1.5625000,0.2500000,q
1.5625000,0.3025000,q
1.5625000,0.3600000,q
1.5625000,0.4225000,q
1.5625000,0.4900000,q
1.5625000,0.5625000,q
1.5625000,0.6400000,q
1.5625000,0.7225000,q
1.5625000,0.8100000,q
1.5625000,0.9025000,q
1.5625000,1.0000000,q
1.5625000,1.1025000,q
1.5625000,1.2100000,q
1.5625000,1.3225000,q
1.5625000,1.4400000,q
1.5625000,1.5625000,q
