Math,Physics,Chemistry,Grade,Total_Score,Average_Score,Max_Score,Min_Score,Score_Range,Score_Std,Pass_Fail,Is_Above_Average,Math_Level,Physics_Level,Chemistry_Level
52,90,36,C,178,59.333333333333336,90,36,54,27.736858750286295,1,1,Medium,High,Low
58,68,88,B+,214,71.33333333333333,88,58,30,15.275252316519467,1,1,Medium,Medium,High
33,10,70,D,113,37.666666666666664,70,10,60,30.2709982216202,1,0,Low,Low,Medium
88,52,67,B,207,69.0,88,52,36,18.083141320025124,1,1,High,Medium,Medium
50,77,34,C,161,53.666666666666664,77,34,43,21.733231083604053,1,0,Medium,High,Low
40,14,67,D,121,40.333333333333336,67,14,53,26.501572280401277,1,0,Low,Low,Medium
65,81,78,B+,224,74.66666666666667,81,65,16,8.504900548115383,1,1,Medium,High,High
17,92,48,C,157,52.333333333333336,92,17,75,37.687309977409285,1,0,Low,High,Medium
72,41,74,B,187,62.333333333333336,74,41,33,18.502252115170556,1,1,High,Medium,High
12,89,66,C,167,55.666666666666664,89,12,77,39.52636251077669,1,1,Low,High,Medium
73,20,17,D,110,36.666666666666664,73,17,56,31.50132272355136,1,0,High,Low,Low
47,84,80,B,211,70.33333333333333,84,47,37,20.305992547357377,1,1,Medium,High,High
52,69,96,B+,217,72.33333333333333,96,52,44,22.18858565419016,1,1,Medium,Medium,High
82,100,70,A,252,84.0,100,70,30,15.0996688705415,1,1,High,High,Medium
80,46,22,D,148,49.333333333333336,80,22,58,29.143323992525858,1,0,High,Medium,Low
47,54,50,D,151,50.333333333333336,54,47,7,3.5118845842842465,1,0,Medium,Medium,Medium
48,26,89,C,163,54.333333333333336,89,26,63,31.973947728319903,1,0,Medium,Low,High
43,84,22,D,149,49.666666666666664,84,22,62,31.533051443419385,1,0,Medium,High,Low
65,26,97,B,188,62.666666666666664,97,26,71,35.557465226494045,1,1,Medium,Low,High
79,55,36,C,170,56.666666666666664,79,36,43,21.548395145191982,1,1,High,Medium,Low
59,84,59,B,202,67.33333333333333,84,59,25,14.433756729740644,1,1,Medium,High,Medium
57,75,90,B+,222,74.0,90,57,33,16.522711641858304,1,1,Medium,High,High
86,53,100,B+,239,79.66666666666667,100,53,47,24.131583730317686,1,1,High,Medium,High
92,28,41,C,161,53.666666666666664,92,28,64,33.827996294982256,1,0,High,Low,Medium
47,84,21,D,152,50.666666666666664,84,21,63,31.659648345067467,1,0,Medium,High,Low
13,49,64,D,126,42.0,64,13,51,26.210684844162312,1,0,Low,Medium,Medium
26,73,91,B,190,63.333333333333336,91,26,65,33.560889936551646,1,1,Low,High,High
34,84,21,D,139,46.333333333333336,84,21,63,33.26158945891392,1,0,Low,High,Low
13,96,62,C,171,57.0,96,13,83,41.72529209005013,1,1,Low,High,Medium
45,94,42,C,181,60.333333333333336,94,42,52,29.19474838619667,1,1,Medium,High,Medium
88,19,21,D,128,42.666666666666664,88,19,69,39.272551907577046,1,0,High,Low,Low
94,12,96,B,202,67.33333333333333,96,12,84,47.93050524804984,1,1,High,Low,High
17,81,29,D,127,42.333333333333336,81,17,64,34.01960219246153,1,0,Low,High,Low
94,23,67,B,184,61.333333333333336,94,23,71,35.837596645608556,1,1,High,Low,Medium
31,84,86,B,201,67.0,86,31,55,31.192947920964443,1,1,Low,High,High
57,34,33,D,124,41.333333333333336,57,33,24,13.576941236277534,1,0,Medium,Low,Low
44,89,27,C,160,53.333333333333336,89,27,62,32.036437588054845,1,0,Medium,High,Low
76,49,73,B,198,66.0,76,49,27,14.798648586948742,1,1,High,Medium,High
65,69,89,B+,223,74.33333333333333,89,65,24,12.858201014657274,1,1,Medium,Medium,High
33,76,16,D,125,41.666666666666664,76,16,60,30.924639582917266,1,0,Low,High,Low
93,24,35,D,152,50.666666666666664,93,24,69,37.072002014098636,1,0,High,Low,Low
35,64,12,D,111,37.0,64,12,52,26.057628441590765,1,0,Low,Medium,Low
66,11,49,D,126,42.0,66,11,55,28.160255680657446,1,0,Medium,Low,Medium
67,77,88,B+,232,77.33333333333333,88,67,21,10.503967504392488,1,1,Medium,High,High
65,60,13,D,138,46.0,65,13,52,28.687976575562104,1,0,Medium,Medium,Low
44,26,51,D,121,40.333333333333336,51,26,25,12.897028081435403,1,0,Medium,Low,Medium
43,10,24,F,77,25.666666666666668,43,10,33,16.56301099840646,0,0,Medium,Low,Low
16,12,22,F,50,16.666666666666668,22,12,10,5.033222956847167,0,0,Low,Low,Low
90,43,53,B,186,62.0,90,43,47,24.758836806279895,1,1,High,Medium,Medium
84,23,23,D,130,43.333333333333336,84,23,61,35.21836642056717,1,0,High,Low,Low
39,59,27,D,125,41.666666666666664,59,27,32,16.165807537309522,1,0,Low,Medium,Low
85,75,43,B,203,67.66666666666667,85,43,42,21.93931022920578,1,1,High,High,Medium
14,37,92,D,143,47.666666666666664,92,14,78,40.07908847932215,1,0,Low,Low,High
29,42,82,C,153,51.0,82,29,53,27.622454633866266,1,0,Low,Medium,High
91,87,21,B,199,66.33333333333333,91,21,70,39.31072796748152,1,1,High,High,Low
94,46,76,B+,216,72.0,94,46,48,24.24871130596428,1,1,High,Medium,High
26,84,82,B,192,64.0,84,26,58,32.92415526630866,1,1,Low,High,High
82,43,55,C,180,60.0,82,43,39,19.974984355438178,1,1,High,Medium,Medium
30,23,29,F,82,27.333333333333332,30,23,7,3.7859388972001824,0,0,Low,Low,Low
42,59,37,D,138,46.0,59,37,22,11.532562594670797,1,0,Medium,Medium,Low
70,62,44,C,176,58.666666666666664,70,44,26,13.316656236958785,1,1,Medium,Medium,Medium
97,40,64,B,201,67.0,97,40,57,28.61817604250837,1,1,High,Low,Medium
66,86,48,B,200,66.66666666666667,86,48,38,19.00876990584434,1,1,Medium,High,Medium
58,16,47,D,121,40.333333333333336,58,16,42,21.77919496522618,1,0,Medium,Low,Medium
21,15,63,D,99,33.0,63,15,48,26.153393661244042,1,0,Low,Low,Medium
95,91,60,A,246,82.0,95,60,35,19.157244060668017,1,1,High,High,Medium
66,96,98,A,260,86.66666666666667,98,66,32,17.925772879665004,1,1,Medium,High,High
39,93,36,C,168,56.0,93,36,57,32.07802986469088,1,1,Low,High,Low
68,86,48,B,202,67.33333333333333,86,48,38,19.00876990584434,1,1,Medium,High,Medium
68,54,79,B,201,67.0,79,54,25,12.529964086141668,1,1,Medium,Medium,High
60,10,23,F,93,31.0,60,10,50,25.942243542145693,0,0,Medium,Low,Low
82,100,85,A,267,89.0,100,82,18,9.643650760992955,1,1,High,High,High
14,43,58,D,115,38.333333333333336,58,14,44,22.36813209307682,1,0,Low,Medium,Medium
68,36,54,C,158,52.666666666666664,68,36,32,16.041612554021288,1,0,Medium,Low,Medium
68,21,42,D,131,43.666666666666664,68,21,47,23.544284515213736,1,0,Medium,Low,Medium
99,63,55,B+,217,72.33333333333333,99,55,44,23.437861108329262,1,1,High,Medium,Medium
34,25,29,F,88,29.333333333333332,34,25,9,4.509249752822894,0,0,Low,Low,Low
38,44,84,C,166,55.333333333333336,84,38,46,25.006665778014735,1,1,Low,Medium,High
15,14,69,F,98,32.666666666666664,69,14,55,31.46956201368766,0,0,Low,Low,Medium
59,56,87,B,202,67.33333333333333,87,56,31,17.09775813764288,1,1,Medium,Medium,High
15,13,33,F,61,20.333333333333332,33,13,20,11.015141094572204,0,0,Low,Low,Low
94,30,66,B,190,63.333333333333336,94,30,64,32.083225108042576,1,1,High,Low,Medium
79,60,19,C,158,52.666666666666664,79,19,60,30.6648550189518,1,0,High,Medium,Low
13,98,92,B,203,67.66666666666667,98,13,85,47.43767841424508,1,1,Low,High,High
93,58,90,B+,241,80.33333333333333,93,58,35,19.39931270260195,1,1,High,Medium,High
95,63,57,B+,215,71.66666666666667,95,57,38,20.428737928059416,1,1,High,Medium,Medium
34,13,21,F,68,22.666666666666668,34,13,21,10.598742063723098,0,0,Low,Low,Low
96,56,22,C,174,58.0,96,22,74,37.04051835490427,1,1,High,Medium,Low
29,41,85,C,155,51.666666666666664,85,29,56,29.484459183327974,1,0,Low,Medium,High
22,12,78,D,112,37.333333333333336,78,12,66,35.5715241918776,1,0,Low,Low,High
95,16,48,C,159,53.0,95,16,79,39.736632972611055,1,0,High,Low,Medium
45,16,50,D,111,37.0,50,16,34,18.35755975068582,1,0,Medium,Low,Medium
90,63,80,B+,233,77.66666666666667,90,63,27,13.650396819628847,1,1,High,Medium,High
84,40,37,C,161,53.666666666666664,84,37,47,26.312227829154512,1,0,High,Low,Low
32,99,87,B+,218,72.66666666666667,99,32,67,35.72580766523457,1,1,Low,High,High
65,79,87,B+,231,77.0,87,65,22,11.135528725660043,1,1,Medium,High,High
79,45,52,C,176,58.666666666666664,79,45,34,17.95364401266031,1,1,High,Medium,Medium
87,98,98,A+,283,94.33333333333333,98,87,11,6.350852961085883,1,1,High,High,High
77,99,19,B,195,65.0,99,19,80,41.32795663954365,1,1,High,High,Low
22,52,75,D,149,49.666666666666664,75,22,53,26.57693235370353,1,0,Low,Medium,High
90,29,49,C,168,56.0,90,29,61,31.096623610932426,1,1,High,Low,Medium
77,57,69,B,203,67.66666666666667,77,57,20,10.066445913694334,1,1,High,Medium,Medium
88,21,23,D,132,44.0,88,21,67,38.118237105091836,1,0,High,Low,Low
23,33,54,D,110,36.666666666666664,54,23,31,15.821925715074423,1,0,Low,Low,Medium
48,25,26,D,99,33.0,48,25,23,13.0,1,0,Medium,Low,Low
74,61,25,C,160,53.333333333333336,74,25,49,25.383721817994566,1,0,High,Medium,Low
62,22,81,C,165,55.0,81,22,59,30.116440692751194,1,1,Medium,Low,High
79,11,18,D,108,36.0,79,11,68,37.403208418530085,1,0,High,Low,Low
89,26,62,C,177,59.0,89,26,63,31.606961258558215,1,1,High,Low,Medium
68,33,91,B,192,64.0,91,33,58,29.206163733020468,1,1,Medium,Low,High
85,89,54,B+,228,76.0,89,54,35,19.157244060668017,1,1,High,High,Medium
97,38,80,B+,215,71.66666666666667,97,38,59,30.369941279714936,1,1,High,Low,High
16,60,99,C,175,58.333333333333336,99,16,83,41.52509281546922,1,1,Low,Medium,High
41,44,70,C,155,51.666666666666664,70,41,29,15.947831618540915,1,0,Medium,Medium,Medium
17,98,68,B,183,61.0,98,17,81,40.95119045888654,1,1,Low,High,Medium
68,17,99,B,184,61.333333333333336,99,17,82,41.40450861118066,1,1,Medium,Low,High
28,24,49,D,101,33.666666666666664,49,24,25,13.428824718989123,1,0,Low,Low,Medium
29,30,34,F,93,31.0,34,29,5,2.6457513110645907,0,0,Low,Low,Low
18,70,12,D,100,33.333333333333336,70,12,58,31.895663237081827,1,0,Low,Medium,Low
72,81,95,A,248,82.66666666666667,95,72,23,11.590225767142474,1,1,High,High,High
56,16,53,D,125,41.666666666666664,56,16,40,22.27853974867593,1,0,Medium,Low,Medium
49,68,39,C,156,52.0,68,39,29,14.730919862656235,1,0,Medium,Medium,Low
97,32,48,C,177,59.0,97,32,65,33.8673884437522,1,1,High,Low,Medium
82,70,71,B+,223,74.33333333333333,82,70,12,6.6583281184793925,1,1,High,Medium,High
34,17,29,F,80,26.666666666666668,34,17,17,8.736894948054104,0,0,Low,Low,Low
83,68,22,C,173,57.666666666666664,83,22,61,31.78574103797697,1,1,High,Medium,Low
51,98,74,B+,223,74.33333333333333,98,51,47,23.501772982763097,1,1,Medium,High,High
22,24,38,F,84,28.0,38,22,16,8.717797887081348,0,0,Low,Low,Low
88,59,34,C,181,60.333333333333336,88,34,54,27.024680078279065,1,1,High,Medium,Low
46,20,88,C,154,51.333333333333336,88,20,68,34.31229128655406,1,0,Medium,Low,High
38,74,27,D,139,46.333333333333336,74,27,47,24.583192089989726,1,0,Low,High,Low
51,68,85,B,204,68.0,85,51,34,17.0,1,1,Medium,Medium,High
69,24,88,C,181,60.333333333333336,88,24,64,32.86842456421259,1,1,Medium,Low,High
48,83,61,B,192,64.0,83,48,35,17.69180601295413,1,1,Medium,High,Medium
40,71,25,D,136,45.333333333333336,71,25,46,23.45918441321721,1,0,Low,High,Low
82,61,63,B,206,68.66666666666667,82,61,21,11.590225767142474,1,1,High,Medium,Medium
77,72,57,B,206,68.66666666666667,77,57,20,10.408329997330664,1,1,High,High,Medium
98,79,29,B,206,68.66666666666667,98,29,69,35.64173583501978,1,1,High,High,Low
70,53,39,C,162,54.0,70,39,31,15.524174696260024,1,0,Medium,Medium,Low
65,55,30,D,150,50.0,65,30,35,18.027756377319946,1,0,Medium,Medium,Low
19,46,65,D,130,43.333333333333336,65,19,46,23.115651263447745,1,0,Low,Medium,Medium
52,68,17,D,137,45.666666666666664,68,17,51,26.08320021265284,1,0,Medium,Medium,Low
56,71,84,B,211,70.33333333333333,84,56,28,14.011899704655802,1,1,Medium,High,High
34,61,15,D,110,36.666666666666664,61,15,46,23.115651263447745,1,0,Low,Medium,Low
33,22,65,D,120,40.0,65,22,43,22.338307903688676,1,0,Low,Low,Medium
52,34,35,D,121,40.333333333333336,52,34,18,10.115993936995679,1,0,Medium,Low,Low
89,67,49,B,205,68.33333333333333,89,49,40,20.033305601755625,1,1,High,Medium,Medium
83,36,97,B+,216,72.0,97,36,61,31.953090617340916,1,1,High,Low,High
53,73,45,C,171,57.0,73,45,28,14.422205101855956,1,1,Medium,High,Medium
64,44,50,C,158,52.666666666666664,64,44,20,10.263202878893768,1,0,Medium,Medium,Medium
39,100,60,B,199,66.33333333333333,100,39,61,30.98924544633724,1,1,Low,High,Medium
83,74,13,C,170,56.666666666666664,83,13,70,38.083242158898884,1,1,High,High,Low
35,61,92,B,188,62.666666666666664,92,35,57,28.53652630109932,1,1,Low,Medium,High
91,47,41,C,179,59.666666666666664,91,41,50,27.300793639257694,1,1,High,Medium,Medium
32,52,40,D,124,41.333333333333336,52,32,20,10.066445913694333,1,0,Low,Medium,Low
53,63,90,B,206,68.66666666666667,90,53,37,19.139836293274126,1,1,Medium,Medium,High
42,50,62,C,154,51.333333333333336,62,42,20,10.066445913694334,1,0,Medium,Medium,Medium
58,40,58,C,156,52.0,58,40,18,10.392304845413264,1,0,Medium,Low,Medium
11,73,82,C,166,55.333333333333336,82,11,71,38.656607887052544,1,1,Low,High,High
67,71,30,C,168,56.0,71,30,41,22.60530911091463,1,1,Medium,High,Low
37,43,53,D,133,44.333333333333336,53,37,16,8.082903768654761,1,0,Low,Medium,Medium
85,84,48,B+,217,72.33333333333333,85,48,37,21.07921567168317,1,1,High,High,Medium
88,99,93,A+,280,93.33333333333333,99,88,11,5.507570547286102,1,1,High,High,High
26,96,58,C,180,60.0,96,26,70,35.04283093587046,1,1,Low,High,Medium
17,12,26,F,55,18.333333333333332,26,12,14,7.094598884597588,0,0,Low,Low,Low
17,17,24,F,58,19.333333333333332,24,17,7,4.041451884327381,0,0,Low,Low,Low
54,62,91,B,207,69.0,91,54,37,19.467922333931785,1,1,Medium,Medium,High
15,46,54,D,115,38.333333333333336,54,15,39,20.5993527406405,1,0,Low,Medium,Medium
97,16,65,C,178,59.333333333333336,97,16,81,40.796241656963126,1,1,High,Low,Medium
10,27,52,F,89,29.666666666666668,52,10,42,21.1266025033211,0,0,Low,Low,Medium
70,40,76,B,186,62.0,76,40,36,19.28730152198591,1,1,Medium,Low,High
29,16,17,F,62,20.666666666666668,29,16,13,7.234178138070235,0,0,Low,Low,Low
69,84,93,A,246,82.0,93,69,24,12.12435565298214,1,1,Medium,High,High
66,28,43,D,137,45.666666666666664,66,28,38,19.139836293274122,1,0,Medium,Low,Medium
40,65,18,D,123,41.0,65,18,47,23.515952032609693,1,0,Low,Medium,Low
67,51,19,D,137,45.666666666666664,67,19,48,24.440403706431145,1,0,Medium,Medium,Low
53,55,29,D,137,45.666666666666664,55,29,26,14.46835627614047,1,0,Medium,Medium,Low
77,82,30,B,189,63.0,82,30,52,28.687976575562104,1,1,High,High,Low
96,11,61,C,168,56.0,96,11,85,42.720018726587654,1,1,High,Low,Medium
32,10,80,D,122,40.666666666666664,80,10,70,35.7957166897568,1,0,Low,Low,High
32,12,15,F,59,19.666666666666668,32,12,20,10.785793124908958,0,0,Low,Low,Low
83,66,53,B,202,67.33333333333333,83,53,30,15.044378795195678,1,1,High,Medium,Medium
15,47,58,D,120,40.0,58,15,43,22.338307903688676,1,0,Low,Medium,Medium
18,96,31,D,145,48.333333333333336,96,18,78,41.78915329763614,1,0,Low,High,Low
100,44,75,B+,219,73.0,100,44,56,28.053520278211074,1,1,High,Medium,High
21,52,88,C,161,53.666666666666664,88,21,67,33.53108010985231,1,0,Low,Medium,High
75,60,64,B,199,66.33333333333333,75,60,15,7.76745346515403,1,1,High,Medium,Medium
27,86,82,B,195,65.0,86,27,59,32.96968304366907,1,1,Low,High,High
95,99,73,A,267,89.0,99,73,26,14.0,1,1,High,High,High
78,68,80,B+,226,75.33333333333333,80,68,12,6.429100507328636,1,1,High,Medium,High
82,97,52,B+,231,77.0,97,52,45,22.9128784747792,1,1,High,High,Medium
37,55,74,C,166,55.333333333333336,74,37,37,18.502252115170556,1,1,Low,Medium,High
71,80,67,B+,218,72.66666666666667,80,67,13,6.6583281184793925,1,1,High,High,Medium
97,32,100,B+,229,76.33333333333333,100,32,68,38.423083339749475,1,1,High,Low,High
25,98,12,D,135,45.0,98,12,86,46.357307945997036,1,0,Low,High,Low
81,75,23,C,179,59.666666666666664,81,23,58,31.89566323708183,1,1,High,High,Low
50,35,73,C,158,52.666666666666664,73,35,38,19.139836293274122,1,0,Medium,Low,High
11,59,79,D,149,49.666666666666664,79,11,68,34.947579792216416,1,0,Low,Medium,High
69,40,71,C,180,60.0,71,40,31,17.349351572897472,1,1,Medium,Low,High
81,75,87,A,243,81.0,87,75,12,6.0,1,1,High,High,High
15,48,30,F,93,31.0,48,15,33,16.522711641858304,0,0,Low,Medium,Low
56,95,29,C,180,60.0,95,29,66,33.18132004607411,1,1,Medium,High,Low
10,78,47,D,135,45.0,78,10,68,34.044089061098404,1,0,Low,High,Medium
99,16,67,C,182,60.666666666666664,99,16,83,41.86088070422472,1,1,High,Low,Medium
95,55,22,C,172,57.333333333333336,95,22,73,36.555893277737496,1,1,High,Medium,Low
72,60,51,B,183,61.0,72,51,21,10.535653752852738,1,1,High,Medium,Medium
31,64,40,D,135,45.0,64,31,33,17.05872210923198,1,0,Low,Medium,Low
83,72,22,C,177,59.0,83,22,61,32.51153641401772,1,1,High,High,Low
63,87,28,C,178,59.333333333333336,87,28,59,29.670411748631555,1,1,Medium,High,Low
48,59,40,D,147,49.0,59,40,19,9.539392014169456,1,0,Medium,Medium,Low
94,23,15,D,132,44.0,94,15,79,43.485629810317796,1,0,High,Low,Low
53,32,44,D,129,43.0,53,32,21,10.535653752852738,1,0,Medium,Low,Medium
86,78,70,B+,234,78.0,86,70,16,8.0,1,1,High,High,Medium
79,89,33,B,201,67.0,89,33,56,29.866369046136157,1,1,High,High,Low
15,86,27,D,128,42.666666666666664,86,15,71,38.004385711827176,1,0,Low,High,Low
22,48,98,C,168,56.0,98,22,76,38.62641583165593,1,1,Low,Medium,High
30,16,93,D,139,46.333333333333336,93,16,77,41.01625693957621,1,0,Low,Low,High
57,95,88,B+,240,80.0,95,57,38,20.223748416156685,1,1,Medium,High,High
76,61,86,B+,223,74.33333333333333,86,61,25,12.583057392117917,1,1,High,Medium,High
21,72,12,D,105,35.0,72,12,60,32.357379374726875,1,0,Low,High,Low
25,69,13,D,107,35.666666666666664,69,13,56,29.484459183327978,1,0,Low,Medium,Low
33,63,12,D,108,36.0,63,12,51,25.632011235952593,1,0,Low,Medium,Low
57,83,14,C,154,51.333333333333336,83,14,69,34.847285881877994,1,0,Medium,High,Low
26,26,30,F,82,27.333333333333332,30,26,4,2.3094010767585034,0,0,Low,Low,Low
31,20,89,D,140,46.666666666666664,89,20,69,37.072002014098636,1,0,Low,Low,High
62,23,18,D,103,34.333333333333336,62,18,44,24.090108620206205,1,0,Medium,Low,Low
41,59,19,D,119,39.666666666666664,59,19,40,20.033305601755625,1,0,Medium,Medium,Low
66,94,20,C,180,60.0,94,20,74,37.36308338453881,1,1,Medium,High,Low
56,70,85,B,211,70.33333333333333,85,56,29,14.502873278538061,1,1,Medium,Medium,High
98,59,56,B+,213,71.0,98,56,42,23.430749027719962,1,1,High,Medium,Medium
32,41,38,D,111,37.0,41,32,9,4.58257569495584,1,0,Low,Medium,Low
90,91,33,B+,214,71.33333333333333,91,33,58,33.20140559273558,1,1,High,High,Low
67,34,92,B,193,64.33333333333333,92,34,58,29.091808698211484,1,1,Medium,Low,High
83,51,90,B+,224,74.66666666666667,90,51,39,20.79262689833426,1,1,High,Medium,High
84,78,75,B+,237,79.0,84,75,9,4.58257569495584,1,1,High,High,High
48,45,81,C,174,58.0,81,45,36,19.974984355438178,1,1,Medium,Medium,High
96,30,33,C,159,53.0,96,30,66,37.26929030716845,1,0,High,Low,Low
75,36,66,C,177,59.0,75,36,39,20.42057785666214,1,1,High,Low,Medium
20,74,50,D,144,48.0,74,20,54,27.055498516937366,1,0,Low,High,Medium
48,35,34,D,117,39.0,48,34,14,7.810249675906654,1,0,Medium,Low,Low
51,80,72,B,203,67.66666666666667,80,51,29,14.977761292440647,1,1,Medium,High,High
87,44,88,B+,219,73.0,88,44,44,25.11971337416094,1,1,High,Medium,High
27,94,36,C,157,52.333333333333336,94,27,67,36.363901514184825,1,0,Low,High,Low
90,71,17,C,178,59.333333333333336,90,17,73,37.87259343289463,1,1,High,High,Low
76,77,92,A,245,81.66666666666667,92,76,16,8.962886439832502,1,1,High,High,High
21,41,20,F,82,27.333333333333332,41,20,21,11.846237095944574,0,0,Low,Medium,Low
62,92,35,B,189,63.0,92,35,57,28.513154858766505,1,1,Medium,High,Low
34,85,42,C,161,53.666666666666664,85,34,51,27.42869543622761,1,0,Low,High,Medium
20,37,10,F,67,22.333333333333332,37,10,27,13.650396819628845,0,0,Low,Low,Low
43,91,10,D,144,48.0,91,10,81,40.7308237088326,1,0,Medium,High,Low
26,49,71,D,146,48.666666666666664,71,26,45,22.50185177565023,1,0,Low,Medium,High
10,12,44,F,66,22.0,44,10,34,19.078784028338912,0,0,Low,Low,Medium
40,11,63,D,114,38.0,63,11,52,26.057628441590765,1,0,Low,Low,Medium
86,33,36,C,155,51.666666666666664,86,33,53,29.771350881902105,1,0,High,Low,Low
87,68,26,C,181,60.333333333333336,87,26,61,31.214312956291913,1,1,High,Medium,Low
59,95,95,A,249,83.0,95,59,36,20.784609690826528,1,1,Medium,High,High
10,45,66,D,121,40.333333333333336,66,10,56,28.29016319029166,1,0,Low,Medium,Medium
61,13,29,D,103,34.333333333333336,61,13,48,24.440403706431148,1,0,Medium,Low,Low
42,49,91,C,182,60.666666666666664,91,42,49,26.501572280401277,1,1,Medium,Medium,High
91,61,48,B,200,66.66666666666667,91,48,43,22.052966542697455,1,1,High,Medium,Medium
44,22,34,D,100,33.333333333333336,44,22,22,11.015141094572204,1,0,Medium,Low,Low
19,88,75,C,182,60.666666666666664,88,19,69,36.665151483845435,1,1,Low,High,High
44,73,70,B,187,62.333333333333336,73,44,29,15.947831618540913,1,1,Medium,High,Medium
74,18,99,B,191,63.666666666666664,99,18,81,41.47690120215508,1,1,High,Low,High
16,83,11,D,110,36.666666666666664,83,11,72,40.203648258999245,1,0,Low,High,Low
71,14,28,D,113,37.666666666666664,71,14,57,29.704096238285608,1,0,High,Low,Low
73,78,36,B,187,62.333333333333336,78,36,42,22.94195574342635,1,1,High,High,Low
25,92,96,B+,213,71.0,96,25,71,39.88734135035826,1,1,Low,High,High
30,93,32,C,155,51.666666666666664,93,30,63,35.809682117177935,1,0,Low,High,Low
49,90,59,B,198,66.0,90,49,41,21.37755832643195,1,1,Medium,High,Medium
37,13,23,F,73,24.333333333333332,37,13,24,12.055427546683417,0,0,Low,Low,Low
49,30,11,F,90,30.0,49,11,38,19.0,0,0,Medium,Low,Low
73,82,18,C,173,57.666666666666664,82,18,64,34.64582706955245,1,1,High,High,Low
49,51,84,B,184,61.333333333333336,84,49,35,19.65536398374076,1,1,Medium,Medium,High
71,55,78,B,204,68.0,78,55,23,11.789826122551595,1,1,High,Medium,High
17,52,78,D,147,49.0,78,17,61,30.610455730027933,1,0,Low,Medium,High
76,27,19,D,122,40.666666666666664,76,19,57,30.85989846602437,1,0,High,Low,Low
41,25,20,F,86,28.666666666666668,41,20,21,10.96965511460289,0,0,Medium,Low,Low
91,73,70,B+,234,78.0,91,70,21,11.357816691600547,1,1,High,High,Medium
44,31,69,D,144,48.0,69,31,38,19.313207915827967,1,0,Medium,Low,Medium
24,88,22,D,134,44.666666666666664,88,22,66,37.5410886008029,1,0,Low,High,Low
42,87,81,B,210,70.0,87,42,45,24.43358344574123,1,1,Medium,High,High
17,56,45,D,118,39.333333333333336,56,17,39,20.108041509140897,1,0,Low,Medium,Medium
79,52,23,C,154,51.333333333333336,79,23,56,28.005951748393294,1,0,High,Medium,Low
10,18,69,F,97,32.333333333333336,69,10,59,32.00520790954706,0,0,Low,Low,Medium
31,19,73,D,123,41.0,73,19,54,28.35489375751565,1,0,Low,Low,High
20,27,53,D,100,33.333333333333336,53,20,33,17.3877351409933,1,0,Low,Low,Medium
32,23,49,D,104,34.666666666666664,49,23,26,13.203534880225572,1,0,Low,Low,Medium
10,74,69,C,153,51.0,74,10,64,35.59494346111537,1,0,Low,High,Medium
52,91,39,C,182,60.666666666666664,91,39,52,27.061657993059725,1,1,Medium,High,Low
22,24,85,D,131,43.666666666666664,85,22,63,35.809682117177935,1,0,Low,Low,High
31,41,12,F,84,28.0,41,12,29,14.730919862656235,0,0,Low,Medium,Low
41,64,77,C,182,60.666666666666664,77,41,36,18.230011885167087,1,1,Medium,Medium,High
94,10,17,D,121,40.333333333333336,94,10,84,46.60829682935575,1,0,High,Low,Low
20,32,54,D,106,35.333333333333336,54,20,34,17.243356208503418,1,0,Low,Low,Medium
19,51,19,F,89,29.666666666666668,51,19,32,18.475208614068027,0,0,Low,Medium,Low
10,62,50,D,122,40.666666666666664,62,10,52,27.227437142216182,1,0,Low,Medium,Medium
13,100,53,C,166,55.333333333333336,100,13,87,43.54690957270485,1,1,Low,High,Medium
12,22,40,F,74,24.666666666666668,40,12,28,14.189197769195175,0,0,Low,Low,Low
13,23,56,F,92,30.666666666666668,56,13,43,22.501851775650227,0,0,Low,Low,Medium
91,21,59,C,171,57.0,91,21,70,35.04283093587046,1,1,High,Low,Medium
55,51,28,D,134,44.666666666666664,55,28,27,14.571661996262929,1,0,Medium,Medium,Low
72,52,88,B,212,70.66666666666667,88,52,36,18.036999011291577,1,1,High,Medium,High
35,39,11,F,85,28.333333333333332,39,11,28,15.14375558880073,0,0,Low,Low,Low
85,43,43,C,171,57.0,85,43,42,24.24871130596428,1,1,High,Medium,Medium
88,43,92,B+,223,74.33333333333333,92,43,49,27.209067116190024,1,1,High,Medium,High
35,52,63,D,150,50.0,63,35,28,14.106735979665885,1,0,Low,Medium,Medium
27,48,72,D,147,49.0,72,27,45,22.516660498395403,1,0,Low,Medium,High
39,45,47,D,131,43.666666666666664,47,39,8,4.163331998932266,1,0,Low,Medium,Medium
99,85,73,A,257,85.66666666666667,99,73,26,13.012814197295423,1,1,High,High,High
79,39,63,C,181,60.333333333333336,79,39,40,20.132891827388665,1,1,High,Low,Medium
78,100,20,B,198,66.0,100,20,80,41.32795663954365,1,1,High,High,Low
41,49,40,D,130,43.333333333333336,49,40,9,4.932882862316248,1,0,Medium,Medium,Low
35,31,76,D,142,47.333333333333336,76,31,45,24.90649179096352,1,0,Low,Low,High
35,82,31,D,148,49.333333333333336,82,31,51,28.36077102854105,1,0,Low,High,Low
13,54,66,D,133,44.333333333333336,66,13,53,27.79088579612628,1,0,Low,Medium,Medium
68,98,12,C,178,59.333333333333336,98,12,86,43.65012409298894,1,1,Medium,High,Low
88,72,11,C,171,57.0,88,11,77,40.63249930782009,1,1,High,High,Low
